Unnamed: 0,title,description,job_level,languages,assessment_length,downloads,url,test_type,content_hash
58,Professional 8.0 JFA,the professional 80 jobfocused assessment is designed for all nonmanagerial professionalindividual contributor positions it measures behaviors that underlie successful performance in a professionalindividual contributor setting across a wide range of industries,professional individual contributor,english international english usa,16.0,"[{'name': 'Sample Report (Interview)', 'url': 'https://service.shl.com/docs/Professional8.0_InterviewReport_UKE.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Professional 8.0 JFA - Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Detailed)', 'url': 'https://service.shl.com/docs/Professional8.0_DetailedReport_UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Candidate)', 'url': 'https://service.shl.com/docs/Professional8.0_CandidateReport_UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Interview)', 'url': 'https://service.shl.com/docs/Professional8.0_InterviewReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Detailed)', 'url': 'https://service.shl.com/docs/Professional8.0_DetailedReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Candidate)', 'url': 'https://service.shl.com/docs/Professional8.0_CandidateReport_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/professional-8-0-jfa/,b k p,e1b8d4672c66441dac148fa45d1594b2
59,What Is The Value - US,the what is the value us test measures money handling ability this test is designed for entrylevel positions where handling money is required on a regular basis,entrylevel,english usa,5.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_What is the Value - US.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,k,72abf3f67142d7a76cb1a979afedbacc
60,Store Manager 7.0 Solution,our store manager 70 solution is designed for candidates applying to entrylevel leadership positions who tend to supervise hourly employees in a retail or restaurant setting sample tasks for these jobs include but are not limited to planning and preparing work schedules assigning employees to specific duties coaching employees on attendance conduct schedule adherence and work tasks developing employees skills training subordinates prioritizing multiple tasks and priorities and making daytoday decisions with minimal guidance from others report language availability english usa latin american spanish,front line manager manager,english usa english international french canada latin american spanish,34.0,"[{'name': 'Sample Report – Detailed', 'url': 'https://service.shl.com/docs/Store Manager Candidate Detailed Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report – Development', 'url': 'https://service.shl.com/docs/Store Manager Candidate Development Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Store Manager Candidate Interview Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report – Detailed', 'url': 'https://service.shl.com/docs/Store Manager 7.0 Detailed Report.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report – Development', 'url': 'https://service.shl.com/docs/Store Manager 7.0 Development Report.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Store Manager 7.0 Interview Report.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/StoreManager_7.0_FactSheet(USE).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-0-solution/,b c,b721ee14537ed839ebdb67b761622b4e
61,Financial Services Representative Solution,the financial services representative solution is for seniorlevel professional positions in the insurance industry that sell life insurance to businesses and individuals on behalf of insurance companies sample tasks for this position include but are not limited to calling on policyholders to deliver and explain policies or suggest additions or changes calculating premiums customizing insurance programs to suite individual customers seeking out new clients and developing clientele by networking ensuring policy requirements are fulfilled and conferring with clients to obtain and provide information when calims are made on a policy potential job titles that use this solution are life insurance sales professional insurance sales agent multiple configurations of this solution are available,professional individual contributor,english usa,44.0,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_ Financial Services Representative One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/financial-services-representative-solution/,a b p,066d0a00b110c8deeb48095f9bb20122
62,Entry Level Cashier 7.1 (Americas),the entry level cashier 71 solution is for entrylevel retail positions in which employees receive payment in the form of cash check or credit cards for goods purchased sample tasks for these jobs include but are not limited to handling payments offering customer service and issuing receipts and refunds potential job titles that use this solution are cashier sales associate and clerk,entrylevel,french canada latin american spanish english usa english international,18.0,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Candidate Report_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Detailed Report_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Interview Report_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Candidate Report_NAS.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Detailed Report_NAS.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Interview Report_NAS.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Candidate Report_USE.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Detailed Report_USE.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Interview Report_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/entry-level-cashier-7-1-%28americas%29/,b p a,ccffe9e1e939f529ff88e055a194510d
63,Apprentice 8.0 Job Focused Assessment,the apprentice 80 jobfocused assessment is a short targeted globally applicable assessment this assessment is designed for entrylevel positions appropriate for countries and industries that use an apprenticeship model it is intended to be used multinationally for organizations whose business spans across regions,entrylevel general population graduate,english international german french,20.0,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Apprentice 8.0 JFA Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Apprentice8.0_CandidateReport_INT.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Apprentice8.0_DetailedReport_INT.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Apprentice8.0_InterviewReport_INT.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Apprentice8.0_CandidateReport_DEU.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Apprentice8.0_DetailedReport_DEU.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Apprentice8.0_InterviewReport_DEU.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment/,b p,af8234c6ea4142e724fb421557fa012b
64,Bilingual Spanish Reservation Agent Solution,the bilingual reservation agent solution is designed for customer centered entrylevel positions within the hospitality industry sample tasks may include making updating or canceling hotel reservations made in english or spanish listening to customers speak spanish and entering information into a computer in english providing information on the hotel and the services offered potential job titles that use this solution are bilingual reservation agent customer service representative and reservationist multiple configurations of this solution are available,entrylevel,english usa latin american spanish,43.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Bilingual Reservation Agent One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,b p s a,e7682d54656609d014407bd0ac3dbdeb
65,Personal Banker - Short Form,the personal banker loan officer solution is for entry to midlevel financial institution positions sample tasks for this job would include but are not limited to acquiring retaining and expanding new and existing customer relationships discovering customer needs making the best recommendation completing sales proactively contacting meeting customers and asking for referrals,entrylevel midprofessional,english usa,30.0,"[{'name': 'Fact Sheet Personal Banker Loan Officer One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Personal Banker Loan Officer One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/personal-banker-short-form/,a b k p s,78bfac3f523e1225b9b5fc2023b3da60
66,Retail Sales Associate Solution,the retail sales associate solution is for entrylevel retail positions in which employees proactively sell products to customers and have their pay andor performance based on sales revenue sample tasks for these jobs include but are not limited to promoting products to customers persuading customers to buy products and completing a transaction with a customer potential job titles that use this solution are sales representative retail sales associate and sales clerk there are multiple configurations and versions of this solution available,entrylevel,english usa,29.0,"[{'name': 'Fact Sheet Retail Sales Associate One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Retail Sales Associate One Sitting _USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/retail-sales-associate-solution/,a b p,f866c01b5c13c819d9c5fbcf28999af3
67,General Entry Level - All Industries 7.1 Solution,our general entry level all industries 71 solution is designed for entrylevel positions across industries this solution predicts the following types of behaviors foundational to all jobs being ontime to work following rules and policies treating others respectfully producing quality work meeting goals and effectively working alongside others solution can be used across all industries with entrylevel positions example titles include but are not limited to administrator clerk veterinary assistant stocker dish washer office coordinator tour guide cook assistant housekeeper waste collector mcp product please note that you will need to select the correct package depending on which norm you intend to use the package available for this product is americas and international,entrylevel,german norwegian finnish french canada portuguese brazil latin american spanish english usa english international danish swedish french italian,19.0,,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,b,c3946a2da7cb7b34745cc99a1fe15009
